Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31.0,Yes,Travel_Rarely,542,Sales,20.0,3,Life Sciences,1,175,2.0,Female,71,1,2.0,Sales Executive,3,,4559,,3,Y,Yes,11,3,3,80,1,4,2.0,3,2.0,2,2.0,2
41.0,No,Travel_Rarely,802,Sales,,1,Life Sciences,1,176,3.0,Male,96,3,3.0,Sales Executive,3,Divorced,8189,,3,Y,Yes,13,3,3,80,1,12,,3,,7,0.0,7
,No,Travel_Rarely,1355,Human Resources,25.0,1,Life Sciences,1,177,3.0,Female,61,3,,Human Resources,3,,2942,8916.0,1,Y,No,23,4,4,80,1,8,3.0,3,8.0,7,5.0,7
36.0,No,Travel_Rarely,216,Research & Development,,2,Medical,1,178,,Male,84,3,2.0,Manufacturing Director,2,Divorced,4941,2819.0,6,Y,No,20,4,4,80,2,7,,3,3.0,2,0.0,1
,Yes,Travel_Frequently,1150,Research & Development,8.0,4,Life Sciences,1,179,1.0,Male,53,1,3.0,Manufacturing Director,4,Single,10650,25150.0,2,Y,No,15,3,4,80,0,18,2.0,3,4.0,2,,3
39.0,No,Travel_Rarely,1329,Sales,4.0,4,Life Sciences,1,182,,Female,47,2,2.0,Sales Executive,3,,5902,,4,Y,No,14,3,3,80,1,17,1.0,4,,11,5.0,9
,No,Travel_Rarely,959,Sales,28.0,3,Life Sciences,1,183,,Male,41,2,2.0,Sales Executive,3,,8639,24835.0,2,Y,No,18,3,4,80,0,6,,3,,2,2.0,2
,No,Travel_Rarely,1240,Human Resources,9.0,3,Human Resources,1,184,3.0,Male,48,3,,Human Resources,4,,6347,13982.0,0,Y,Yes,19,3,4,80,0,12,2.0,1,11.0,9,4.0,7
32.0,Yes,Travel_Rarely,1033,Research & Development,9.0,3,Medical,1,190,,Female,41,3,1.0,Laboratory Technician,1,,4200,10224.0,7,Y,No,22,4,1,80,0,10,,4,5.0,4,0.0,4
45.0,No,Travel_Rarely,1316,Research & Development,,3,Medical,1,192,,Male,83,3,,Research Scientist,4,,3452,,5,Y,No,13,3,2,80,0,9,2.0,2,6.0,5,0.0,3
38.0,No,Travel_Rarely,364,Research & Development,,5,Technical Degree,1,193,,Female,32,3,2.0,Research Scientist,3,Single,4317,2302.0,3,Y,Yes,20,4,2,80,0,19,,3,,2,2.0,2
,No,Travel_Rarely,438,Research & Development,18.0,3,Life Sciences,1,194,1.0,Female,75,3,1.0,Research Scientist,3,Single,2632,,1,Y,No,14,3,3,80,0,5,4.0,2,5.0,4,0.0,4
,No,Travel_Frequently,689,Sales,9.0,2,Medical,1,195,4.0,Male,35,1,2.0,Sales Executive,4,,4668,22812.0,0,Y,No,17,3,4,80,3,9,2.0,4,,7,0.0,7
,No,Travel_Rarely,201,Research & Development,5.0,3,Technical Degree,1,197,4.0,Female,84,3,1.0,Research Scientist,1,Divorced,3204,10415.0,5,Y,No,14,3,4,80,1,8,,3,3.0,2,,2
30.0,No,Travel_Rarely,1427,Research & Development,,1,Medical,1,198,2.0,Male,35,2,,Laboratory Technician,4,Single,2720,,0,Y,No,13,3,4,80,0,6,3.0,3,5.0,3,1.0,2
41.0,No,Travel_Frequently,857,Research & Development,10.0,3,Life Sciences,1,199,,Male,91,2,4.0,Manager,1,Divorced,17181,12888.0,4,Y,No,13,3,2,80,1,21,2.0,2,7.0,6,,7
41.0,No,Travel_Rarely,933,Research & Development,,4,Life Sciences,1,200,3.0,Male,94,3,1.0,Laboratory Technician,1,Married,2238,,2,Y,No,21,4,4,80,1,7,,3,,0,1.0,4
19.0,No,Travel_Rarely,1181,Research & Development,,1,Medical,1,201,,Female,79,3,,Laboratory Technician,2,Single,1483,,1,Y,No,14,3,4,80,0,1,,3,1.0,0,,0
,No,Travel_Frequently,1395,Research & Development,,3,Medical,1,202,2.0,Female,54,3,2.0,Research Scientist,2,Divorced,5605,,1,Y,No,11,3,1,80,1,20,2.0,3,20.0,7,2.0,13
35.0,No,Travel_Rarely,662,Sales,,5,Marketing,1,204,3.0,Male,94,3,3.0,Sales Executive,2,Married,7295,11439.0,1,Y,No,13,3,1,80,2,10,,3,10.0,8,0.0,6
53.0,No,Travel_Rarely,1436,Sales,6.0,2,Marketing,1,205,2.0,Male,34,3,2.0,Sales Representative,3,Married,2306,16047.0,2,Y,Yes,20,4,4,80,1,13,3.0,1,7.0,7,,5
45.0,No,Travel_Rarely,194,Research & Development,,3,Life Sciences,1,206,2.0,Male,60,3,,Laboratory Technician,2,,2348,10901.0,8,Y,No,18,3,3,80,1,20,2.0,1,17.0,9,0.0,15
32.0,No,Travel_Frequently,967,Sales,8.0,3,Marketing,1,207,,Female,43,3,3.0,Sales Executive,4,Single,8998,15589.0,1,Y,No,14,3,4,80,0,9,2.0,3,9.0,8,3.0,7
29.0,No,Non-Travel,1496,Research & Development,1.0,1,Technical Degree,1,208,4.0,Male,41,3,,Manufacturing Director,3,Married,4319,,1,Y,No,13,3,1,80,1,10,,3,10.0,7,0.0,9
51.0,No,Travel_Rarely,1169,Research & Development,,4,Medical,1,211,2.0,Male,34,2,2.0,Manufacturing Director,3,,6132,,2,Y,No,17,3,3,80,0,10,2.0,3,,0,0.0,0
58.0,No,Travel_Rarely,1145,Research & Development,9.0,3,Medical,1,214,2.0,Female,75,2,,Research Scientist,2,,3346,11873.0,4,Y,Yes,20,4,2,80,1,9,3.0,2,,0,,0
40.0,No,Travel_Rarely,630,Sales,4.0,4,Marketing,1,215,3.0,Male,67,2,,Sales Executive,4,,10855,,7,Y,No,11,3,1,80,1,15,2.0,2,12.0,11,2.0,11
,No,Travel_Frequently,303,Sales,2.0,4,Marketing,1,216,3.0,Female,75,3,1.0,Sales Representative,3,Married,2231,11314.0,6,Y,No,18,3,4,80,1,6,,3,4.0,3,1.0,2
22.0,No,Travel_Rarely,1256,Research & Development,19.0,1,Medical,1,217,,Male,80,3,1.0,Research Scientist,4,Married,2323,11992.0,1,Y,No,24,4,1,80,2,2,6.0,3,2.0,2,,2
27.0,No,Non-Travel,691,Research & Development,,3,Medical,1,218,4.0,Male,57,3,,Research Scientist,2,Divorced,2024,,6,Y,No,18,3,4,80,1,6,1.0,1,2.0,2,,2
28.0,No,Travel_Rarely,440,Research & Development,,3,Medical,1,221,3.0,Male,42,3,1.0,Research Scientist,4,Married,2713,6672.0,1,Y,No,11,3,3,80,1,5,2.0,1,,2,0.0,2
,No,Travel_Rarely,334,Research & Development,,2,Life Sciences,1,223,,Male,83,4,,Healthcare Representative,4,Divorced,9439,23402.0,3,Y,Yes,16,3,2,80,1,12,2.0,1,,3,,4
27.0,No,Non-Travel,1450,Research & Development,3.0,3,Medical,1,224,3.0,Male,79,2,1.0,Research Scientist,3,,2566,,1,Y,Yes,15,3,4,80,1,1,2.0,2,1.0,1,0.0,1
50.0,No,Travel_Rarely,1452,Research & Development,,3,Life Sciences,1,226,3.0,Female,53,3,5.0,Manager,2,Single,19926,17053.0,3,Y,No,15,3,2,80,0,21,5.0,3,,4,4.0,4
41.0,No,Travel_Rarely,465,Research & Development,14.0,3,Life Sciences,1,227,,Male,56,3,1.0,Research Scientist,3,Divorced,2451,4609.0,4,Y,No,12,3,1,80,1,13,2.0,3,9.0,8,,8
30.0,No,Travel_Rarely,1339,Sales,,3,Life Sciences,1,228,,Female,41,3,,Sales Executive,4,Married,9419,8053.0,2,Y,No,12,3,3,80,1,12,2.0,3,10.0,9,7.0,4
38.0,No,Travel_Rarely,702,Sales,1.0,4,Life Sciences,1,230,1.0,Female,59,2,2.0,Sales Executive,4,,8686,12930.0,4,Y,No,22,4,3,80,0,12,,4,,3,0.0,7
32.0,No,Travel_Rarely,120,Research & Development,6.0,5,Life Sciences,1,231,,Male,43,3,1.0,Research Scientist,3,,3038,,3,Y,No,20,4,1,80,0,8,,3,5.0,4,1.0,4
,No,Travel_Rarely,1157,Research & Development,17.0,3,Technical Degree,1,233,3.0,Male,51,3,1.0,Research Scientist,2,Married,3058,13364.0,0,Y,Yes,16,3,4,80,1,6,3.0,2,5.0,2,1.0,1
19.0,Yes,Travel_Frequently,602,Sales,1.0,1,Technical Degree,1,235,3.0,Female,100,1,,Sales Representative,1,Single,2325,20989.0,0,Y,No,21,4,1,80,0,1,5.0,4,,0,0.0,0
,No,Travel_Frequently,1480,Research & Development,3.0,2,Medical,1,238,4.0,Male,30,3,1.0,Laboratory Technician,2,Single,2088,,4,Y,No,12,3,3,80,0,13,3.0,2,,7,,2
30.0,No,Non-Travel,111,Research & Development,9.0,3,Medical,1,239,3.0,Male,66,3,,Laboratory Technician,1,Divorced,3072,11012.0,1,Y,No,11,3,3,80,2,12,4.0,3,12.0,9,6.0,10
,No,Travel_Rarely,1268,Sales,,2,Life Sciences,1,240,3.0,Female,30,3,2.0,Sales Executive,1,Divorced,5006,6319.0,4,Y,Yes,11,3,1,80,1,9,3.0,4,5.0,4,,3
,No,Travel_Rarely,713,Research & Development,,3,Life Sciences,1,241,3.0,Female,67,3,1.0,Research Scientist,1,Divorced,4257,13939.0,4,Y,Yes,18,3,3,80,1,19,,3,,2,2.0,2
,No,Travel_Rarely,134,Research & Development,2.0,3,Life Sciences,1,242,,Male,90,3,1.0,Research Scientist,4,Single,2500,10515.0,0,Y,No,14,3,1,80,0,4,,4,,1,0.0,2
,Yes,Travel_Rarely,303,Research & Development,2.0,3,Life Sciences,1,243,2.0,Male,47,2,1.0,Laboratory Technician,4,,1102,9241.0,1,Y,No,22,4,3,80,0,1,,2,1.0,0,1.0,0
,No,Travel_Rarely,526,Sales,1.0,2,Marketing,1,244,,Female,92,3,,Sales Executive,1,Divorced,10453,2137.0,1,Y,No,25,4,3,80,3,24,2.0,3,,13,15.0,7
38.0,No,Travel_Rarely,1380,Research & Development,,2,Life Sciences,1,245,,Female,75,3,1.0,Laboratory Technician,4,,2288,6319.0,1,Y,No,12,3,3,80,0,2,3.0,3,,2,2.0,1
,No,Travel_Rarely,140,Research & Development,,1,Medical,1,246,3.0,Female,95,3,1.0,Research Scientist,4,,3929,6984.0,8,Y,Yes,23,4,3,80,1,7,,3,4.0,2,0.0,2
34.0,No,Travel_Rarely,629,Research & Development,,2,Medical,1,247,4.0,Female,95,3,1.0,Research Scientist,2,Single,2311,,2,Y,No,15,3,4,80,0,9,3.0,3,3.0,2,,2
41.0,Yes,Travel_Rarely,1356,Sales,20.0,2,Marketing,1,248,2.0,Female,70,3,1.0,Sales Representative,2,Single,3140,21728.0,1,Y,Yes,22,4,4,80,0,4,5.0,2,4.0,3,0.0,2
50.0,No,Travel_Rarely,328,Research & Development,,3,Medical,1,249,,Male,86,2,1.0,Laboratory Technician,3,Married,3690,,2,Y,No,15,3,4,80,1,5,,2,3.0,2,0.0,2
,No,Travel_Rarely,1084,Research & Development,13.0,2,Medical,1,250,4.0,Female,57,4,,Manufacturing Director,1,Divorced,4450,,1,Y,No,11,3,3,80,2,5,3.0,3,4.0,2,1.0,3
,No,Travel_Rarely,931,Research & Development,14.0,3,Medical,1,252,4.0,Female,72,3,1.0,Research Scientist,2,,2756,4673.0,1,Y,No,13,3,4,80,1,8,,3,,7,,6
40.0,No,Travel_Rarely,989,Research & Development,,1,Medical,1,253,4.0,Female,46,3,,Manager,3,,19033,,1,Y,No,14,3,2,80,1,21,2.0,3,,8,9.0,9
55.0,No,Travel_Rarely,692,Research & Development,14.0,4,Medical,1,254,,Male,61,4,5.0,Research Director,2,,18722,,8,Y,No,11,3,4,80,0,36,3.0,3,,15,2.0,15
34.0,No,Travel_Frequently,1069,Research & Development,2.0,1,Life Sciences,1,256,4.0,Male,45,2,2.0,Manufacturing Director,3,Married,9547,,1,Y,No,17,3,3,80,0,10,,2,10.0,9,1.0,9
,No,Travel_Rarely,313,Research & Development,3.0,3,Medical,1,258,4.0,Female,98,3,4.0,Healthcare Representative,2,Single,13734,,3,Y,No,18,3,3,80,0,21,6.0,3,7.0,7,,0
52.0,No,Travel_Rarely,699,Research & Development,1.0,4,Life Sciences,1,259,,Male,65,2,5.0,Manager,3,Married,19999,5678.0,0,Y,No,14,3,1,80,1,34,5.0,3,33.0,18,11.0,9
,No,Travel_Rarely,894,Research & Development,9.0,3,Medical,1,260,4.0,Female,99,3,1.0,Research Scientist,2,Single,2279,,1,Y,No,16,3,4,80,0,7,,2,,7,0.0,3
35.0,Yes,Travel_Rarely,556,Research & Development,,2,Life Sciences,1,261,2.0,Male,50,2,,Manufacturing Director,3,Married,5916,15497.0,3,Y,Yes,13,3,1,80,0,8,,3,1.0,0,0.0,1
43.0,No,Non-Travel,1344,Research & Development,,3,Medical,1,262,,Male,37,4,1.0,Research Scientist,4,,2089,5228.0,4,Y,No,14,3,4,80,3,7,,4,,4,2.0,2
45.0,No,Non-Travel,1195,Research & Development,,2,Medical,1,264,,Male,65,2,,Manager,4,,16792,,9,Y,No,23,4,4,80,1,22,,3,20.0,8,11.0,8
,No,Travel_Rarely,290,Research & Development,21.0,3,Life Sciences,1,267,,Male,65,4,1.0,Research Scientist,1,Married,3564,22977.0,1,Y,Yes,12,3,1,80,1,8,3.0,2,,7,1.0,7
35.0,No,Travel_Frequently,138,Research & Development,,3,Medical,1,269,,Female,37,3,,Laboratory Technician,2,,4425,,5,Y,No,11,3,4,80,0,10,5.0,3,6.0,2,1.0,2
,No,Non-Travel,926,Research & Development,21.0,2,Medical,1,270,3.0,Female,36,3,,Manufacturing Director,3,Divorced,5265,,2,Y,No,16,3,2,80,1,11,5.0,3,,3,0.0,2
38.0,No,Travel_Rarely,1261,Research & Development,,4,Life Sciences,1,271,,Male,88,3,,Manufacturing Director,3,Married,6553,,9,Y,No,14,3,2,80,0,14,3.0,3,,0,0.0,0
38.0,No,Travel_Rarely,1084,Research & Development,,3,Technical Degree,1,273,4.0,Male,54,3,,Manufacturing Director,4,Married,6261,4185.0,3,Y,No,18,3,1,80,1,9,3.0,1,7.0,7,1.0,7
,No,Travel_Frequently,472,Research & Development,,1,Technical Degree,1,274,3.0,Male,60,2,,Manufacturing Director,1,Married,4298,9679.0,5,Y,No,19,3,3,80,1,6,1.0,3,,2,,0
49.0,No,Non-Travel,1002,Research & Development,18.0,4,Life Sciences,1,275,,Male,92,3,,Manufacturing Director,4,,6804,,1,Y,Yes,15,3,1,80,2,7,0.0,3,,7,1.0,7
,No,Travel_Frequently,878,Research & Development,,4,Medical,1,277,4.0,Male,43,3,1.0,Research Scientist,3,Divorced,3815,,1,Y,Yes,17,3,4,80,1,5,4.0,4,5.0,3,2.0,0
,No,Travel_Rarely,905,Research & Development,19.0,2,Medical,1,281,,Male,99,3,2.0,Laboratory Technician,4,Married,2741,16523.0,8,Y,Yes,15,3,3,80,1,15,2.0,4,7.0,2,,7
38.0,Yes,Travel_Rarely,1180,Research & Development,29.0,1,Medical,1,282,2.0,Male,70,3,2.0,Healthcare Representative,1,Married,6673,11354.0,7,Y,Yes,19,3,2,80,0,17,,3,,0,0.0,0
,Yes,Travel_Rarely,121,Sales,27.0,3,Marketing,1,283,,Female,35,3,,Sales Executive,4,Married,7639,24525.0,1,Y,No,22,4,4,80,3,10,,2,10.0,4,1.0,9
22.0,No,Travel_Rarely,1136,Research & Development,5.0,3,Life Sciences,1,284,4.0,Male,60,4,1.0,Research Scientist,2,Divorced,2328,12392.0,1,Y,Yes,16,3,1,80,1,4,2.0,2,,2,2.0,2
,No,Travel_Frequently,635,Research & Development,,1,Medical,1,286,2.0,Female,73,3,,Laboratory Technician,4,Single,2153,,1,Y,No,13,3,1,80,0,8,2.0,3,,1,1.0,7
,No,Non-Travel,1151,Research & Development,9.0,5,Life Sciences,1,287,4.0,Male,63,2,2.0,Healthcare Representative,4,Married,4876,,9,Y,No,14,3,4,80,1,5,,1,,2,,2
46.0,No,Travel_Rarely,644,Research & Development,1.0,4,Medical,1,288,4.0,Male,97,3,3.0,Healthcare Representative,1,,9396,12368.0,7,Y,No,16,3,3,80,1,17,3.0,3,4.0,2,,3
32.0,Yes,Travel_Rarely,1045,Sales,,4,Medical,1,291,,Male,32,1,,Sales Executive,4,Married,10400,25812.0,1,Y,No,11,3,3,80,0,14,,2,,8,,8
30.0,No,Non-Travel,829,Research & Development,,1,Life Sciences,1,292,3.0,Male,88,2,3.0,Manufacturing Director,3,Single,8474,20925.0,1,Y,No,22,4,3,80,0,12,,3,11.0,8,5.0,8
27.0,No,Travel_Frequently,1242,Sales,,3,Life Sciences,1,293,,Female,90,3,,Sales Executive,3,Single,9981,,1,Y,No,14,3,4,80,0,7,2.0,3,,7,,7
,No,Travel_Rarely,1469,Research & Development,8.0,4,Life Sciences,1,296,2.0,Male,81,2,,Research Director,2,Married,12490,15736.0,5,Y,No,16,3,4,80,2,16,,1,10.0,9,4.0,7
30.0,Yes,Travel_Rarely,1005,Research & Development,3.0,3,Technical Degree,1,297,4.0,Female,88,3,1.0,Research Scientist,1,Single,2657,,5,Y,Yes,11,3,3,80,0,8,5.0,3,5.0,2,0.0,4
41.0,No,Travel_Rarely,896,Sales,,3,Life Sciences,1,298,4.0,Female,75,3,3.0,Manager,4,,13591,,3,Y,Yes,18,3,3,80,0,16,3.0,3,,0,,0
30.0,Yes,Travel_Frequently,334,Sales,26.0,4,Marketing,1,299,,Female,52,2,2.0,Sales Executive,1,,6696,22967.0,5,Y,No,15,3,3,80,0,9,,2,6.0,3,,1
,Yes,Travel_Rarely,992,Research & Development,1.0,3,Technical Degree,1,300,3.0,Male,85,3,,Research Scientist,3,Single,2058,19757.0,0,Y,No,14,3,4,80,0,7,1.0,2,6.0,2,,5
45.0,No,Non-Travel,1052,Sales,,3,Medical,1,302,4.0,Female,57,2,,Sales Executive,4,,8865,,6,Y,No,12,3,4,80,0,23,2.0,3,,7,12.0,8
54.0,No,Travel_Rarely,1147,Sales,,3,Marketing,1,303,4.0,Female,52,3,2.0,Sales Executive,1,Married,5940,,2,Y,No,14,3,4,80,1,16,4.0,3,,2,,5
,No,Travel_Rarely,1396,Research & Development,5.0,2,Life Sciences,1,304,4.0,Male,62,3,2.0,Laboratory Technician,2,,5914,,8,Y,No,16,3,4,80,0,16,,4,13.0,11,3.0,7
,No,Travel_Rarely,147,Research & Development,,4,Medical,1,305,3.0,Female,47,2,,Research Scientist,2,Married,2622,13248.0,6,Y,No,21,4,4,80,0,7,,3,3.0,2,1.0,1
37.0,No,Travel_Frequently,663,Research & Development,11.0,3,Other,1,306,2.0,Male,47,3,3.0,Research Director,4,Divorced,12185,10056.0,1,Y,Yes,14,3,3,80,3,10,1.0,3,10.0,8,0.0,7
38.0,No,Travel_Rarely,119,Sales,,3,Life Sciences,1,307,1.0,Male,76,3,,Sales Executive,3,Divorced,10609,,0,Y,No,12,3,3,80,2,17,6.0,2,16.0,10,,13
,No,Non-Travel,979,Research & Development,,4,Medical,1,308,,Male,90,1,,Manufacturing Director,3,Married,4345,4381.0,0,Y,No,12,3,4,80,1,6,2.0,3,,4,,4
,No,Travel_Rarely,142,Research & Development,3.0,3,Life Sciences,1,309,3.0,Male,70,2,,Research Scientist,4,,2177,,3,Y,No,17,3,1,80,1,7,6.0,3,1.0,0,,0
,No,Travel_Frequently,319,Sales,,4,Marketing,1,311,,Male,41,3,,Sales Representative,4,,2793,,4,Y,No,17,3,3,80,1,13,2.0,3,9.0,8,,8
29.0,No,Travel_Frequently,1413,Sales,,1,Medical,1,312,,Female,42,3,3.0,Sales Executive,4,,7918,6599.0,1,Y,No,14,3,4,80,1,11,,3,,10,,1
,No,Travel_Frequently,944,Sales,1.0,3,Marketing,1,314,,Female,92,3,3.0,Sales Executive,3,Single,8789,,1,Y,No,14,3,1,80,0,10,,4,,7,,8
,Yes,Travel_Rarely,896,Research & Development,,1,Medical,1,315,3.0,Male,86,2,1.0,Research Scientist,4,,2389,14961.0,1,Y,Yes,13,3,3,80,0,4,,2,,3,0.0,1
52.0,No,Travel_Rarely,1323,Research & Development,2.0,3,Life Sciences,1,316,3.0,Female,89,2,,Laboratory Technician,4,,3212,3300.0,7,Y,No,15,3,2,80,0,6,3.0,2,,2,,2
42.0,No,Travel_Rarely,532,Research & Development,,2,Technical Degree,1,319,3.0,Male,58,3,5.0,Manager,4,Married,19232,4933.0,1,Y,No,11,3,4,80,0,22,,3,22.0,17,,15
59.0,No,Travel_Rarely,818,Human Resources,,2,Medical,1,321,2.0,Male,52,3,1.0,Human Resources,3,,2267,,8,Y,No,17,3,4,80,0,7,2.0,2,,2,2.0,2
50.0,No,Travel_Rarely,854,Sales,1.0,4,Medical,1,323,4.0,Female,68,3,,Manager,4,,19517,24118.0,3,Y,No,11,3,3,80,1,32,,2,7.0,0,,6
33.0,Yes,Travel_Rarely,813,Research & Development,14.0,3,Medical,1,325,3.0,Male,58,3,1.0,Laboratory Technician,4,Married,2436,,5,Y,Yes,13,3,3,80,1,8,2.0,1,5.0,4,,4
43.0,No,Travel_Rarely,1034,Sales,16.0,3,Marketing,1,327,4.0,Female,80,3,4.0,Manager,4,Married,16064,,5,Y,Yes,22,4,3,80,1,22,,3,17.0,13,1.0,9
33.0,Yes,Travel_Rarely,465,Research & Development,2.0,2,Life Sciences,1,328,,Female,39,3,1.0,Laboratory Technician,1,Married,2707,,7,Y,No,20,4,1,80,0,13,3.0,4,9.0,7,1.0,7
,No,Non-Travel,771,Sales,2.0,4,Life Sciences,1,329,1.0,Male,79,2,,Manager,3,,19068,21030.0,1,Y,Yes,18,3,4,80,0,33,2.0,4,33.0,7,15.0,12
32.0,No,Travel_Rarely,1401,Sales,,2,Life Sciences,1,330,,Female,56,3,,Sales Representative,2,Married,3931,20990.0,2,Y,No,11,3,1,80,1,6,5.0,3,4.0,3,,2
32.0,Yes,Travel_Rarely,515,Research & Development,1.0,3,Life Sciences,1,331,4.0,Male,62,2,1.0,Laboratory Technician,3,,3730,9571.0,0,Y,Yes,14,3,4,80,0,4,,1,3.0,2,,2
39.0,No,Travel_Rarely,1431,Research & Development,1.0,4,Medical,1,332,3.0,Female,96,3,1.0,Laboratory Technician,3,,2232,15417.0,7,Y,No,14,3,3,80,3,7,1.0,3,3.0,2,,2
,No,Non-Travel,976,Sales,26.0,4,Marketing,1,333,3.0,Male,100,3,2.0,Sales Executive,4,,4465,12069.0,0,Y,No,18,3,1,80,0,4,,3,,2,2.0,2
41.0,No,Travel_Rarely,1411,Research & Development,19.0,2,Life Sciences,1,334,3.0,Male,36,3,,Research Scientist,1,,3072,19877.0,2,Y,No,16,3,1,80,2,17,2.0,2,1.0,0,0.0,0
40.0,No,Travel_Rarely,1300,Research & Development,,2,Technical Degree,1,335,1.0,Male,62,3,2.0,Research Scientist,4,Divorced,3319,24447.0,1,Y,No,17,3,1,80,2,9,3.0,3,,8,4.0,7
45.0,No,Travel_Rarely,252,Research & Development,,3,Other,1,336,3.0,Male,70,4,,Manager,4,Married,19202,,0,Y,No,11,3,3,80,1,25,2.0,3,24.0,0,1.0,7
,No,Travel_Frequently,1327,Research & Development,3.0,4,Medical,1,337,,Male,73,3,,Research Director,3,Divorced,13675,,9,Y,No,12,3,1,80,1,9,,3,2.0,2,2.0,2
33.0,No,Travel_Rarely,832,Research & Development,5.0,4,Life Sciences,1,338,3.0,Female,63,2,1.0,Research Scientist,4,Married,2911,,1,Y,No,13,3,3,80,1,2,,2,2.0,2,,2
34.0,No,Travel_Rarely,470,Research & Development,2.0,4,Life Sciences,1,339,4.0,Male,84,2,2.0,Manufacturing Director,1,Married,5957,23687.0,6,Y,No,13,3,2,80,1,13,3.0,3,11.0,9,5.0,9
,No,Travel_Rarely,1017,Research & Development,,2,Medical,1,340,3.0,Female,83,2,,Research Scientist,1,,3920,,2,Y,No,14,3,1,80,1,17,2.0,2,,1,,2
,No,Travel_Frequently,1199,Research & Development,7.0,4,Life Sciences,1,341,1.0,Male,77,4,2.0,Manufacturing Director,3,,6434,5118.0,4,Y,No,17,3,4,80,1,9,1.0,3,3.0,2,0.0,2
,Yes,Travel_Frequently,504,Research & Development,10.0,3,Medical,1,342,,Male,61,3,3.0,Manufacturing Director,3,Divorced,10048,22573.0,6,Y,No,11,3,2,80,2,17,5.0,3,1.0,0,,0
39.0,No,Travel_Frequently,505,Research & Development,2.0,4,Technical Degree,1,343,3.0,Female,64,3,3.0,Healthcare Representative,3,Single,10938,6420.0,0,Y,No,25,4,4,80,0,20,1.0,3,,6,11.0,8
29.0,No,Travel_Rarely,665,Research & Development,15.0,3,Life Sciences,1,346,3.0,Male,60,3,1.0,Research Scientist,4,Single,2340,22673.0,1,Y,No,19,3,1,80,0,6,,3,6.0,5,,5
,No,Travel_Rarely,916,Research & Development,,2,Life Sciences,1,347,,Female,82,4,2.0,Research Scientist,1,Single,6545,,3,Y,Yes,13,3,3,80,0,10,,3,3.0,2,0.0,2
29.0,No,Travel_Rarely,1247,Sales,20.0,2,Marketing,1,349,,Male,45,3,,Sales Executive,4,Divorced,6931,10732.0,2,Y,No,14,3,4,80,1,10,,3,,2,0.0,2
25.0,No,Travel_Rarely,685,Research & Development,1.0,3,Life Sciences,1,350,,Female,62,3,2.0,Manufacturing Director,3,,4898,7505.0,0,Y,No,12,3,4,80,2,5,,3,4.0,2,1.0,2
,No,Travel_Rarely,269,Research & Development,,3,Medical,1,351,,Female,56,2,1.0,Laboratory Technician,1,,2593,8007.0,0,Y,Yes,11,3,3,80,1,10,,3,,6,7.0,8
40.0,No,Travel_Rarely,1416,Research & Development,,2,Medical,1,352,1.0,Male,49,3,5.0,Research Director,3,Divorced,19436,5949.0,0,Y,No,19,3,4,80,1,22,5.0,3,,7,3.0,9
51.0,No,Travel_Rarely,833,Research & Development,,3,Life Sciences,1,353,3.0,Male,96,3,1.0,Research Scientist,4,,2723,23231.0,1,Y,No,11,3,2,80,0,1,0.0,2,,0,0.0,0
31.0,Yes,Travel_Frequently,307,Research & Development,29.0,2,Medical,1,355,3.0,Male,71,2,1.0,Laboratory Technician,2,Single,3479,11652.0,0,Y,No,11,3,2,80,0,6,,4,5.0,4,1.0,4
,No,Travel_Frequently,1311,Research & Development,7.0,3,Life Sciences,1,359,2.0,Male,100,4,1.0,Laboratory Technician,2,Married,2794,26062.0,1,Y,No,20,4,3,80,0,5,3.0,1,5.0,1,0.0,3
38.0,No,Non-Travel,1327,Sales,2.0,2,Life Sciences,1,361,,Male,39,2,,Sales Executive,4,Married,5249,,3,Y,No,18,3,4,80,1,13,0.0,3,8.0,7,7.0,5
,No,Travel_Rarely,128,Research & Development,2.0,1,Technical Degree,1,362,4.0,Male,84,2,,Laboratory Technician,1,Single,2176,19737.0,4,Y,No,13,3,4,80,0,9,5.0,3,6.0,2,,4
,No,Travel_Rarely,488,Sales,2.0,3,Technical Degree,1,363,3.0,Female,75,1,4.0,Manager,2,Married,16872,14977.0,3,Y,Yes,12,3,2,80,1,28,2.0,2,7.0,7,7.0,7
,Yes,Travel_Rarely,529,Research & Development,,4,Life Sciences,1,364,1.0,Male,79,3,1.0,Laboratory Technician,3,Single,3485,14935.0,2,Y,No,11,3,3,80,0,5,,1,0.0,0,,0
29.0,No,Travel_Rarely,1210,Sales,2.0,3,Medical,1,366,,Male,78,2,2.0,Sales Executive,2,Married,6644,3687.0,2,Y,No,19,3,2,80,2,10,,3,,0,0.0,0
